top1,top1_err,top5,top5_err,robust_top1,robust_top1_err,robust_top5,robust_top5_err,loss,adv_loss,param_count,img_size,cropt_pct,interpolation,attack,attack_steps,model,epoch,seed
57.7384,42.2616,80.7998,19.2002,35.7021,64.2979,63.0176,36.9824,1.9600944519042969,3.0336804389953613,26.25,224,1.0,bicubic,pgd,5,xcit_small_12_p16_224,49,2
57.7202,42.2798,80.8261,19.1739,35.536,64.464,62.8373,37.1627,1.9606043100357056,3.045435905456543,26.25,224,1.0,bicubic,pgd,10,xcit_small_12_p16_224,49,2
57.6655,42.3345,80.8119,19.1881,35.3193,64.6807,62.6489,37.3511,1.961838722229004,3.058579206466675,26.25,224,1.0,bicubic,pgd,200,xcit_small_12_p16_224,49,2
60.4347,39.5653,82.7405,17.2595,39.7618,60.2382,67.2636,32.7364,1.8244225978851318,2.7813308238983154,26.25,224,1.0,bicubic,pgd,1,xcit_small_12_p16_224,59,0
60.378,39.622,82.6979,17.3021,38.7752,61.2248,66.4391,33.5609,1.8281012773513794,2.8455185890197754,26.25,224,1.0,bicubic,pgd,2,xcit_small_12_p16_224,59,0
60.3537,39.6463,82.702,17.298,38.2222,61.7778,65.9691,34.0309,1.829343318939209,2.8813250064849854,26.25,224,1.0,bicubic,pgd,5,xcit_small_12_p16_224,59,0
60.3253,39.6747,82.702,17.298,38.0135,61.9865,65.8091,34.1909,1.83002769947052,2.8933908939361572,26.25,224,1.0,bicubic,pgd,10,xcit_small_12_p16_224,59,0
60.3031,39.6969,82.6817,17.3183,37.7421,62.2579,65.5944,34.4056,1.8318408727645874,2.9070494174957275,26.25,224,1.0,bicubic,pgd,200,xcit_small_12_p16_224,59,0
60.3922,39.6078,82.7202,17.2798,39.7354,60.2646,67.217,32.783,1.826588749885559,2.7823681831359863,26.25,224,1.0,bicubic,pgd,1,xcit_small_12_p16_224,59,1
60.38,39.62,82.702,17.298,38.7772,61.2228,66.4229,33.5771,1.8281067609786987,2.8455119132995605,26.25,224,1.0,bicubic,pgd,2,xcit_small_12_p16_224,59,1
60.3436,39.6564,82.6979,17.3021,38.2161,61.7839,65.9408,34.0592,1.829331398010254,2.8813207149505615,26.25,224,1.0,bicubic,pgd,5,xcit_small_12_p16_224,59,1
60.3274,39.6726,82.6979,17.3021,37.9973,62.0027,65.8233,34.1767,1.8300236463546753,2.8933591842651367,26.25,224,1.0,bicubic,pgd,10,xcit_small_12_p16_224,59,1
